id,person_id,movie_id,rate
34344,1040,117,"(1040, 0.11, array([4], dtype=int64))"
34345,1040,185,"(1040, 0.11, array([5], dtype=int64))"
34346,1040,124,"(1040, 0.11, array([4], dtype=int64))"
34347,1040,63,"(1040, 0.11, array([3], dtype=int64))"
34348,1040,182,"(1040, 0.11, array([5], dtype=int64))"
34349,1040,61,"(1040, 0.11, array([3], dtype=int64))"
34350,1040,60,"(1040, 0.11, array([5], dtype=int64))"
34351,92,137,"(92, 0.22, array([1], dtype=int64))"
34352,92,4,"(92, 0.22, array([4], dtype=int64))"
34353,92,200,"(92, 0.22, array([4], dtype=int64))"
34354,92,143,"(92, 0.22, array([1], dtype=int64))"
34355,92,7,"(92, 0.22, array([2], dtype=int64))"
34356,92,131,"(92, 0.22, array([4], dtype=int64))"
34357,92,78,"(92, 0.22, array([2], dtype=int64))"
34358,92,79,"(92, 0.22, array([3], dtype=int64))"
34359,92,11,"(92, 0.22, array([4], dtype=int64))"
34360,92,72,"(92, 0.22, array([4], dtype=int64))"
34361,92,193,"(92, 0.22, array([2], dtype=int64))"
34362,92,73,"(92, 0.22, array([4], dtype=int64))"
34363,92,154,"(92, 0.22, array([2], dtype=int64))"
34364,92,87,"(92, 0.22, array([4], dtype=int64))"
34365,92,157,"(92, 0.22, array([4], dtype=int64))"
34366,92,24,"(92, 0.22, array([2], dtype=int64))"
34367,92,27,"(92, 0.22, array([4], dtype=int64))"
34368,92,89,"(92, 0.22, array([4], dtype=int64))"
34369,92,91,"(92, 0.22, array([4], dtype=int64))"
34370,92,170,"(92, 0.22, array([4], dtype=int64))"
34371,92,168,"(92, 0.22, array([5], dtype=int64))"
34372,92,99,"(92, 0.22, array([2], dtype=int64))"
34373,92,106,"(92, 0.22, array([4], dtype=int64))"
34374,92,47,"(92, 0.22, array([4], dtype=int64))"
34375,92,119,"(92, 0.22, array([4], dtype=int64))"
34376,92,118,"(92, 0.22, array([2], dtype=int64))"
34377,92,113,"(92, 0.22, array([4], dtype=int64))"
34378,92,59,"(92, 0.22, array([4], dtype=int64))"
34379,92,125,"(92, 0.22, array([4], dtype=int64))"
34380,92,123,"(92, 0.22, array([2], dtype=int64))"
34381,1589,136,"(1589, 0.61, array([5], dtype=int64))"
34382,1589,3,"(1589, 0.61, array([5], dtype=int64))"
34383,1589,200,"(1589, 0.61, array([5], dtype=int64))"
34384,1589,129,"(1589, 0.61, array([5], dtype=int64))"
34385,1589,199,"(1589, 0.61, array([5], dtype=int64))"
34386,1589,198,"(1589, 0.61, array([5], dtype=int64))"
34387,1589,19,"(1589, 0.61, array([5], dtype=int64))"
34388,1589,21,"(1589, 0.61, array([5], dtype=int64))"
34389,1589,81,"(1589, 0.61, array([5], dtype=int64))"
34390,1589,159,"(1589, 0.61, array([5], dtype=int64))"
34391,1589,24,"(1589, 0.61, array([5], dtype=int64))"
34392,1589,88,"(1589, 0.61, array([5], dtype=int64))"
34393,1589,91,"(1589, 0.61, array([5], dtype=int64))"
34394,1589,151,"(1589, 0.61, array([5], dtype=int64))"
34395,1589,30,"(1589, 0.61, array([5], dtype=int64))"
34396,1589,171,"(1589, 0.61, array([5], dtype=int64))"
34397,1589,98,"(1589, 0.61, array([5], dtype=int64))"
34398,1589,99,"(1589, 0.61, array([5], dtype=int64))"
34399,1589,163,"(1589, 0.61, array([5], dtype=int64))"
34400,1589,111,"(1589, 0.61, array([5], dtype=int64))"
34401,1589,162,"(1589, 0.61, array([5], dtype=int64))"
34402,1589,161,"(1589, 0.61, array([5], dtype=int64))"
34403,1589,46,"(1589, 0.61, array([5], dtype=int64))"
34404,1589,117,"(1589, 0.61, array([5], dtype=int64))"
34405,1589,48,"(1589, 0.61, array([5], dtype=int64))"
34406,1589,190,"(1589, 0.61, array([5], dtype=int64))"
34407,1589,191,"(1589, 0.61, array([5], dtype=int64))"
34408,1589,112,"(1589, 0.61, array([5], dtype=int64))"
34409,1589,52,"(1589, 0.61, array([5], dtype=int64))"
34410,1589,180,"(1589, 0.61, array([5], dtype=int64))"
34411,1043,3,"(1043, 0.22, array([0], dtype=int64))"
34412,1043,129,"(1043, 0.22, array([0], dtype=int64))"
34413,1043,9,"(1043, 0.22, array([0], dtype=int64))"
34414,1043,128,"(1043, 0.22, array([0], dtype=int64))"
34415,1043,199,"(1043, 0.22, array([0], dtype=int64))"
34416,1043,87,"(1043, 0.22, array([0], dtype=int64))"
34417,1043,159,"(1043, 0.22, array([0], dtype=int64))"
34418,1043,89,"(1043, 0.22, array([0], dtype=int64))"
34419,1043,91,"(1043, 0.22, array([0], dtype=int64))"
34420,1043,34,"(1043, 0.22, array([0], dtype=int64))"
34421,1043,35,"(1043, 0.22, array([0], dtype=int64))"
34422,1043,103,"(1043, 0.22, array([0], dtype=int64))"
34423,1043,168,"(1043, 0.22, array([0], dtype=int64))"
34424,1043,38,"(1043, 0.22, array([0], dtype=int64))"
34425,1043,172,"(1043, 0.22, array([0], dtype=int64))"
34426,1043,43,"(1043, 0.22, array([0], dtype=int64))"
34427,1043,40,"(1043, 0.22, array([0], dtype=int64))"
34428,1043,109,"(1043, 0.22, array([0], dtype=int64))"
34429,1043,46,"(1043, 0.22, array([0], dtype=int64))"
34430,1043,104,"(1043, 0.22, array([0], dtype=int64))"
34431,1043,45,"(1043, 0.22, array([0], dtype=int64))"
34432,1043,105,"(1043, 0.22, array([0], dtype=int64))"
34433,1043,186,"(1043, 0.22, array([0], dtype=int64))"
34434,1043,50,"(1043, 0.22, array([0], dtype=int64))"
34435,1043,117,"(1043, 0.22, array([0], dtype=int64))"
34436,1043,191,"(1043, 0.22, array([0], dtype=int64))"
34437,1043,177,"(1043, 0.22, array([0], dtype=int64))"
34438,1043,122,"(1043, 0.22, array([0], dtype=int64))"
34439,1043,61,"(1043, 0.22, array([0], dtype=int64))"
34440,1043,60,"(1043, 0.22, array([0], dtype=int64))"
34441,1588,69,"(1588, 0.39, array([5], dtype=int64))"
34442,1588,3,"(1588, 0.39, array([4], dtype=int64))"
34443,1588,141,"(1588, 0.39, array([3], dtype=int64))"
34444,1588,128,"(1588, 0.39, array([4], dtype=int64))"
34445,1588,9,"(1588, 0.39, array([3], dtype=int64))"
34446,1588,199,"(1588, 0.39, array([4], dtype=int64))"
34447,1588,193,"(1588, 0.39, array([3], dtype=int64))"
34448,1588,13,"(1588, 0.39, array([3], dtype=int64))"
34449,1588,19,"(1588, 0.39, array([3], dtype=int64))"
34450,1588,21,"(1588, 0.39, array([3], dtype=int64))"
34451,1588,29,"(1588, 0.39, array([4], dtype=int64))"
34452,1588,89,"(1588, 0.39, array([4], dtype=int64))"
34453,1588,39,"(1588, 0.39, array([3], dtype=int64))"
34454,1588,36,"(1588, 0.39, array([3], dtype=int64))"
34455,1588,37,"(1588, 0.39, array([3], dtype=int64))"
34456,1588,110,"(1588, 0.39, array([4], dtype=int64))"
34457,1588,163,"(1588, 0.39, array([4], dtype=int64))"
34458,1588,160,"(1588, 0.39, array([4], dtype=int64))"
34459,1588,46,"(1588, 0.39, array([3], dtype=int64))"
34460,1588,105,"(1588, 0.39, array([3], dtype=int64))"
34461,1588,164,"(1588, 0.39, array([4], dtype=int64))"
34462,1588,185,"(1588, 0.39, array([5], dtype=int64))"
34463,1588,188,"(1588, 0.39, array([3], dtype=int64))"
34464,1588,178,"(1588, 0.39, array([3], dtype=int64))"
34465,1588,58,"(1588, 0.39, array([3], dtype=int64))"
34466,1588,125,"(1588, 0.39, array([3], dtype=int64))"
34467,1588,177,"(1588, 0.39, array([3], dtype=int64))"
34468,1588,56,"(1588, 0.39, array([4], dtype=int64))"
34469,1588,183,"(1588, 0.39, array([4], dtype=int64))"
34470,1588,121,"(1588, 0.39, array([4], dtype=int64))"
34471,639,137,"(639, 0.22, array([2], dtype=int64))"
34472,639,68,"(639, 0.22, array([4], dtype=int64))"
34473,639,140,"(639, 0.22, array([5], dtype=int64))"
34474,639,67,"(639, 0.22, array([3], dtype=int64))"
34475,639,79,"(639, 0.22, array([2], dtype=int64))"
34476,639,134,"(639, 0.22, array([3], dtype=int64))"
34477,639,152,"(639, 0.22, array([2], dtype=int64))"
34478,639,153,"(639, 0.22, array([3], dtype=int64))"
34479,639,155,"(639, 0.22, array([5], dtype=int64))"
34480,639,83,"(639, 0.22, array([3], dtype=int64))"
34481,639,95,"(639, 0.22, array([5], dtype=int64))"
34482,639,147,"(639, 0.22, array([4], dtype=int64))"
34483,639,89,"(639, 0.22, array([4], dtype=int64))"
34484,639,149,"(639, 0.22, array([5], dtype=int64))"
34485,639,90,"(639, 0.22, array([4], dtype=int64))"
34486,639,170,"(639, 0.22, array([4], dtype=int64))"
34487,639,33,"(639, 0.22, array([4], dtype=int64))"
34488,639,172,"(639, 0.22, array([5], dtype=int64))"
34489,639,43,"(639, 0.22, array([4], dtype=int64))"
34490,639,161,"(639, 0.22, array([4], dtype=int64))"
34491,639,119,"(639, 0.22, array([4], dtype=int64))"
34492,639,49,"(639, 0.22, array([5], dtype=int64))"
34493,639,184,"(639, 0.22, array([4], dtype=int64))"
34494,639,48,"(639, 0.22, array([4], dtype=int64))"
34495,639,115,"(639, 0.22, array([4], dtype=int64))"
34496,639,53,"(639, 0.22, array([4], dtype=int64))"
34497,639,127,"(639, 0.22, array([5], dtype=int64))"
34498,639,58,"(639, 0.22, array([2], dtype=int64))"
34499,639,125,"(639, 0.22, array([5], dtype=int64))"
34500,639,56,"(639, 0.22, array([5], dtype=int64))"
34501,1586,2,"(1586, 0.5, array([3], dtype=int64))"
34502,1586,3,"(1586, 0.5, array([2], dtype=int64))"
34503,1586,76,"(1586, 0.5, array([3], dtype=int64))"
34504,1586,197,"(1586, 0.5, array([3], dtype=int64))"
34505,1586,198,"(1586, 0.5, array([3], dtype=int64))"
34506,1586,132,"(1586, 0.5, array([3], dtype=int64))"
34507,1586,13,"(1586, 0.5, array([3], dtype=int64))"
34508,1586,75,"(1586, 0.5, array([3], dtype=int64))"
34509,1586,15,"(1586, 0.5, array([2], dtype=int64))"
34510,1586,17,"(1586, 0.5, array([3], dtype=int64))"
34511,1586,152,"(1586, 0.5, array([3], dtype=int64))"
34512,1586,84,"(1586, 0.5, array([3], dtype=int64))"
34513,1586,83,"(1586, 0.5, array([3], dtype=int64))"
34514,1586,93,"(1586, 0.5, array([3], dtype=int64))"
34515,1586,144,"(1586, 0.5, array([2], dtype=int64))"
34516,1586,24,"(1586, 0.5, array([2], dtype=int64))"
34517,1586,146,"(1586, 0.5, array([3], dtype=int64))"
34518,1586,100,"(1586, 0.5, array([3], dtype=int64))"
34519,1586,33,"(1586, 0.5, array([2], dtype=int64))"
34520,1586,38,"(1586, 0.5, array([2], dtype=int64))"
34521,1586,39,"(1586, 0.5, array([3], dtype=int64))"
34522,1586,37,"(1586, 0.5, array([2], dtype=int64))"
34523,1586,46,"(1586, 0.5, array([2], dtype=int64))"
34524,1586,47,"(1586, 0.5, array([3], dtype=int64))"
34525,1586,105,"(1586, 0.5, array([3], dtype=int64))"
34526,1586,186,"(1586, 0.5, array([3], dtype=int64))"
34527,1586,48,"(1586, 0.5, array([3], dtype=int64))"
34528,1586,55,"(1586, 0.5, array([3], dtype=int64))"
34529,1586,62,"(1586, 0.5, array([3], dtype=int64))"
34530,1586,61,"(1586, 0.5, array([2], dtype=int64))"
34531,90,68,"(90, 0.94, array([3], dtype=int64))"
34532,90,1,"(90, 0.94, array([3], dtype=int64))"
34533,90,69,"(90, 0.94, array([3], dtype=int64))"
34534,90,139,"(90, 0.94, array([3], dtype=int64))"
34535,90,71,"(90, 0.94, array([3], dtype=int64))"
34536,90,129,"(90, 0.94, array([3], dtype=int64))"
34537,90,199,"(90, 0.94, array([3], dtype=int64))"
34538,90,135,"(90, 0.94, array([3], dtype=int64))"
34539,90,85,"(90, 0.94, array([3], dtype=int64))"
34540,90,17,"(90, 0.94, array([3], dtype=int64))"
34541,90,16,"(90, 0.94, array([3], dtype=int64))"
34542,90,86,"(90, 0.94, array([3], dtype=int64))"
34543,90,18,"(90, 0.94, array([3], dtype=int64))"
34544,90,157,"(90, 0.94, array([3], dtype=int64))"
34545,90,145,"(90, 0.94, array([3], dtype=int64))"
34546,90,31,"(90, 0.94, array([3], dtype=int64))"
34547,90,103,"(90, 0.94, array([3], dtype=int64))"
34548,90,111,"(90, 0.94, array([3], dtype=int64))"
34549,90,41,"(90, 0.94, array([3], dtype=int64))"
34550,90,105,"(90, 0.94, array([3], dtype=int64))"
34551,90,119,"(90, 0.94, array([3], dtype=int64))"
34552,90,184,"(90, 0.94, array([3], dtype=int64))"
34553,90,117,"(90, 0.94, array([3], dtype=int64))"
34554,90,115,"(90, 0.94, array([3], dtype=int64))"
34555,90,114,"(90, 0.94, array([3], dtype=int64))"
34556,90,127,"(90, 0.94, array([3], dtype=int64))"
34557,90,178,"(90, 0.94, array([3], dtype=int64))"
34558,90,58,"(90, 0.94, array([3], dtype=int64))"
34559,90,123,"(90, 0.94, array([3], dtype=int64))"
34560,90,183,"(90, 0.94, array([3], dtype=int64))"
34561,1046,137,"(1046, 0.28, array([5], dtype=int64))"
34562,1046,64,"(1046, 0.28, array([5], dtype=int64))"
34563,1046,197,"(1046, 0.28, array([4], dtype=int64))"
34564,1046,196,"(1046, 0.28, array([4], dtype=int64))"
34565,1046,87,"(1046, 0.28, array([4], dtype=int64))"
34566,1046,18,"(1046, 0.28, array([4], dtype=int64))"
34567,1046,26,"(1046, 0.28, array([5], dtype=int64))"
34568,1046,29,"(1046, 0.28, array([1], dtype=int64))"
34569,1046,28,"(1046, 0.28, array([4], dtype=int64))"
34570,1046,91,"(1046, 0.28, array([4], dtype=int64))"
34571,1046,34,"(1046, 0.28, array([5], dtype=int64))"
34572,1046,103,"(1046, 0.28, array([4], dtype=int64))"
34573,1046,168,"(1046, 0.28, array([4], dtype=int64))"
34574,1046,38,"(1046, 0.28, array([4], dtype=int64))"
34575,1046,98,"(1046, 0.28, array([4], dtype=int64))"
34576,1046,174,"(1046, 0.28, array([4], dtype=int64))"
34577,1046,97,"(1046, 0.28, array([4], dtype=int64))"
34578,1046,163,"(1046, 0.28, array([4], dtype=int64))"
34579,1046,111,"(1046, 0.28, array([4], dtype=int64))"
34580,1046,40,"(1046, 0.28, array([4], dtype=int64))"
34581,1046,161,"(1046, 0.28, array([4], dtype=int64))"
34582,1046,109,"(1046, 0.28, array([4], dtype=int64))"
34583,1046,46,"(1046, 0.28, array([4], dtype=int64))"
34584,1046,47,"(1046, 0.28, array([4], dtype=int64))"
34585,1046,164,"(1046, 0.28, array([4], dtype=int64))"
34586,1046,188,"(1046, 0.28, array([4], dtype=int64))"
34587,1046,52,"(1046, 0.28, array([4], dtype=int64))"
34588,1046,178,"(1046, 0.28, array([4], dtype=int64))"
34589,1046,182,"(1046, 0.28, array([4], dtype=int64))"
34590,1046,122,"(1046, 0.28, array([4], dtype=int64))"
34591,1066,69,"(1066, 0.72, array([2], dtype=int64))"
34592,1066,70,"(1066, 0.72, array([2], dtype=int64))"
34593,1066,200,"(1066, 0.72, array([2], dtype=int64))"
34594,1066,9,"(1066, 0.72, array([2], dtype=int64))"
34595,1066,12,"(1066, 0.72, array([2], dtype=int64))"
34596,1066,194,"(1066, 0.72, array([2], dtype=int64))"
34597,1066,156,"(1066, 0.72, array([2], dtype=int64))"
34598,1066,81,"(1066, 0.72, array([2], dtype=int64))"
34599,1066,80,"(1066, 0.72, array([2], dtype=int64))"
34600,1066,82,"(1066, 0.72, array([2], dtype=int64))"
34601,1066,22,"(1066, 0.72, array([2], dtype=int64))"
34602,1066,93,"(1066, 0.72, array([2], dtype=int64))"
34603,1066,92,"(1066, 0.72, array([2], dtype=int64))"
34604,1066,171,"(1066, 0.72, array([2], dtype=int64))"
34605,1066,170,"(1066, 0.72, array([2], dtype=int64))"
34606,1066,33,"(1066, 0.72, array([2], dtype=int64))"
34607,1066,38,"(1066, 0.72, array([2], dtype=int64))"
34608,1066,98,"(1066, 0.72, array([2], dtype=int64))"
34609,1066,99,"(1066, 0.72, array([2], dtype=int64))"
34610,1066,96,"(1066, 0.72, array([2], dtype=int64))"
34611,1066,162,"(1066, 0.72, array([2], dtype=int64))"
34612,1066,160,"(1066, 0.72, array([2], dtype=int64))"
34613,1066,167,"(1066, 0.72, array([2], dtype=int64))"
34614,1066,46,"(1066, 0.72, array([2], dtype=int64))"
34615,1066,166,"(1066, 0.72, array([2], dtype=int64))"
34616,1066,184,"(1066, 0.72, array([2], dtype=int64))"
34617,1066,53,"(1066, 0.72, array([2], dtype=int64))"
34618,1066,58,"(1066, 0.72, array([2], dtype=int64))"
34619,1066,56,"(1066, 0.72, array([2], dtype=int64))"
34620,1066,120,"(1066, 0.72, array([2], dtype=int64))"
34621,578,67,"(578, 0.33, array([3], dtype=int64))"
34622,578,76,"(578, 0.33, array([3], dtype=int64))"
34623,578,9,"(578, 0.33, array([3], dtype=int64))"
34624,578,77,"(578, 0.33, array([3], dtype=int64))"
34625,578,72,"(578, 0.33, array([3], dtype=int64))"
34626,578,193,"(578, 0.33, array([3], dtype=int64))"
34627,578,74,"(578, 0.33, array([3], dtype=int64))"
34628,578,85,"(578, 0.33, array([3], dtype=int64))"
34629,578,17,"(578, 0.33, array([3], dtype=int64))"
34630,578,18,"(578, 0.33, array([3], dtype=int64))"
34631,578,21,"(578, 0.33, array([3], dtype=int64))"
34632,578,23,"(578, 0.33, array([3], dtype=int64))"
34633,578,25,"(578, 0.33, array([3], dtype=int64))"
34634,578,24,"(578, 0.33, array([3], dtype=int64))"
34635,578,30,"(578, 0.33, array([3], dtype=int64))"
34636,578,90,"(578, 0.33, array([3], dtype=int64))"
34637,578,170,"(578, 0.33, array([3], dtype=int64))"
34638,578,35,"(578, 0.33, array([3], dtype=int64))"
34639,578,111,"(578, 0.33, array([3], dtype=int64))"
34640,578,106,"(578, 0.33, array([3], dtype=int64))"
34641,578,44,"(578, 0.33, array([3], dtype=int64))"
34642,578,105,"(578, 0.33, array([3], dtype=int64))"
34643,578,51,"(578, 0.33, array([3], dtype=int64))"
34644,578,184,"(578, 0.33, array([3], dtype=int64))"
34645,578,114,"(578, 0.33, array([3], dtype=int64))"
34646,578,191,"(578, 0.33, array([3], dtype=int64))"
34647,578,189,"(578, 0.33, array([3], dtype=int64))"
34648,578,176,"(578, 0.33, array([3], dtype=int64))"
34649,578,183,"(578, 0.33, array([3], dtype=int64))"
34650,578,181,"(578, 0.33, array([3], dtype=int64))"
34651,1056,136,"(1056, 0.5, array([3], dtype=int64))"
34652,1056,69,"(1056, 0.5, array([2], dtype=int64))"
34653,1056,70,"(1056, 0.5, array([3], dtype=int64))"
34654,1056,4,"(1056, 0.5, array([3], dtype=int64))"
34655,1056,141,"(1056, 0.5, array([3], dtype=int64))"
34656,1056,5,"(1056, 0.5, array([4], dtype=int64))"
34657,1056,6,"(1056, 0.5, array([3], dtype=int64))"
34658,1056,7,"(1056, 0.5, array([3], dtype=int64))"
34659,1056,197,"(1056, 0.5, array([4], dtype=int64))"
34660,1056,9,"(1056, 0.5, array([3], dtype=int64))"
34661,1056,131,"(1056, 0.5, array([3], dtype=int64))"
34662,1056,130,"(1056, 0.5, array([4], dtype=int64))"
34663,1056,73,"(1056, 0.5, array([3], dtype=int64))"
34664,1056,192,"(1056, 0.5, array([3], dtype=int64))"
34665,1056,92,"(1056, 0.5, array([3], dtype=int64))"
34666,1056,27,"(1056, 0.5, array([3], dtype=int64))"
34667,1056,147,"(1056, 0.5, array([3], dtype=int64))"
34668,1056,90,"(1056, 0.5, array([4], dtype=int64))"
34669,1056,151,"(1056, 0.5, array([3], dtype=int64))"
34670,1056,102,"(1056, 0.5, array([3], dtype=int64))"
34671,1056,167,"(1056, 0.5, array([3], dtype=int64))"
34672,1056,107,"(1056, 0.5, array([3], dtype=int64))"
34673,1056,51,"(1056, 0.5, array([3], dtype=int64))"
34674,1056,50,"(1056, 0.5, array([3], dtype=int64))"
34675,1056,117,"(1056, 0.5, array([4], dtype=int64))"
34676,1056,112,"(1056, 0.5, array([3], dtype=int64))"
34677,1056,126,"(1056, 0.5, array([3], dtype=int64))"
34678,1056,177,"(1056, 0.5, array([3], dtype=int64))"
34679,1056,62,"(1056, 0.5, array([2], dtype=int64))"
34680,1056,183,"(1056, 0.5, array([2], dtype=int64))"
34681,109,140,"(109, 0.22, array([4], dtype=int64))"
34682,109,76,"(109, 0.22, array([1], dtype=int64))"
34683,109,130,"(109, 0.22, array([2], dtype=int64))"
34684,109,11,"(109, 0.22, array([2], dtype=int64))"
34685,109,193,"(109, 0.22, array([3], dtype=int64))"
34686,109,192,"(109, 0.22, array([3], dtype=int64))"
34687,109,87,"(109, 0.22, array([3], dtype=int64))"
34688,109,158,"(109, 0.22, array([4], dtype=int64))"
34689,109,22,"(109, 0.22, array([1], dtype=int64))"
34690,109,82,"(109, 0.22, array([3], dtype=int64))"
34691,109,146,"(109, 0.22, array([2], dtype=int64))"
34692,109,89,"(109, 0.22, array([1], dtype=int64))"
34693,109,148,"(109, 0.22, array([3], dtype=int64))"
34694,109,91,"(109, 0.22, array([2], dtype=int64))"
34695,109,151,"(109, 0.22, array([3], dtype=int64))"
34696,109,171,"(109, 0.22, array([2], dtype=int64))"
34697,109,170,"(109, 0.22, array([2], dtype=int64))"
34698,109,100,"(109, 0.22, array([1], dtype=int64))"
34699,109,175,"(109, 0.22, array([3], dtype=int64))"
34700,109,36,"(109, 0.22, array([3], dtype=int64))"
34701,109,173,"(109, 0.22, array([3], dtype=int64))"
34702,109,42,"(109, 0.22, array([3], dtype=int64))"
34703,109,110,"(109, 0.22, array([1], dtype=int64))"
34704,109,45,"(109, 0.22, array([3], dtype=int64))"
34705,109,119,"(109, 0.22, array([1], dtype=int64))"
34706,109,187,"(109, 0.22, array([2], dtype=int64))"
34707,109,118,"(109, 0.22, array([2], dtype=int64))"
34708,109,113,"(109, 0.22, array([3], dtype=int64))"
34709,109,178,"(109, 0.22, array([2], dtype=int64))"
34710,109,180,"(109, 0.22, array([4], dtype=int64))"
34711,587,70,"(587, 0.11, array([1], dtype=int64))"
34712,587,3,"(587, 0.11, array([1], dtype=int64))"
34713,587,4,"(587, 0.11, array([1], dtype=int64))"
34714,587,7,"(587, 0.11, array([1], dtype=int64))"
34715,587,196,"(587, 0.11, array([1], dtype=int64))"
34716,587,9,"(587, 0.11, array([1], dtype=int64))"
34717,587,78,"(587, 0.11, array([1], dtype=int64))"
34718,587,193,"(587, 0.11, array([1], dtype=int64))"
34719,587,13,"(587, 0.11, array([2], dtype=int64))"
34720,587,74,"(587, 0.11, array([1], dtype=int64))"
34721,587,15,"(587, 0.11, array([1], dtype=int64))"
34722,587,194,"(587, 0.11, array([1], dtype=int64))"
34723,587,85,"(587, 0.11, array([1], dtype=int64))"
34724,587,80,"(587, 0.11, array([2], dtype=int64))"
34725,587,83,"(587, 0.11, array([1], dtype=int64))"
34726,587,82,"(587, 0.11, array([1], dtype=int64))"
34727,587,93,"(587, 0.11, array([2], dtype=int64))"
34728,587,24,"(587, 0.11, array([1], dtype=int64))"
34729,587,94,"(587, 0.11, array([1], dtype=int64))"
34730,587,90,"(587, 0.11, array([1], dtype=int64))"
34731,587,34,"(587, 0.11, array([1], dtype=int64))"
34732,587,170,"(587, 0.11, array([1], dtype=int64))"
34733,587,175,"(587, 0.11, array([1], dtype=int64))"
34734,587,47,"(587, 0.11, array([1], dtype=int64))"
34735,587,50,"(587, 0.11, array([1], dtype=int64))"
34736,587,49,"(587, 0.11, array([1], dtype=int64))"
34737,587,184,"(587, 0.11, array([1], dtype=int64))"
34738,587,190,"(587, 0.11, array([1], dtype=int64))"
34739,587,53,"(587, 0.11, array([1], dtype=int64))"
34740,587,56,"(587, 0.11, array([1], dtype=int64))"
34741,1543,68,"(1543, 0.17, array([2], dtype=int64))"
34742,1543,136,"(1543, 0.17, array([4], dtype=int64))"
34743,1543,71,"(1543, 0.17, array([4], dtype=int64))"
34744,1543,196,"(1543, 0.17, array([2], dtype=int64))"
34745,1543,72,"(1543, 0.17, array([4], dtype=int64))"
34746,1543,74,"(1543, 0.17, array([2], dtype=int64))"
34747,1543,154,"(1543, 0.17, array([4], dtype=int64))"
34748,1543,155,"(1543, 0.17, array([4], dtype=int64))"
34749,1543,25,"(1543, 0.17, array([2], dtype=int64))"
34750,1543,27,"(1543, 0.17, array([2], dtype=int64))"
34751,1543,147,"(1543, 0.17, array([4], dtype=int64))"
34752,1543,94,"(1543, 0.17, array([4], dtype=int64))"
34753,1543,26,"(1543, 0.17, array([4], dtype=int64))"
34754,1543,148,"(1543, 0.17, array([2], dtype=int64))"
34755,1543,88,"(1543, 0.17, array([4], dtype=int64))"
34756,1543,31,"(1543, 0.17, array([4], dtype=int64))"
34757,1543,150,"(1543, 0.17, array([4], dtype=int64))"
34758,1543,90,"(1543, 0.17, array([2], dtype=int64))"
34759,1543,32,"(1543, 0.17, array([4], dtype=int64))"
34760,1543,37,"(1543, 0.17, array([4], dtype=int64))"
34761,1543,162,"(1543, 0.17, array([2], dtype=int64))"
34762,1543,108,"(1543, 0.17, array([4], dtype=int64))"
34763,1543,161,"(1543, 0.17, array([2], dtype=int64))"
34764,1543,160,"(1543, 0.17, array([2], dtype=int64))"
34765,1543,166,"(1543, 0.17, array([2], dtype=int64))"
34766,1543,51,"(1543, 0.17, array([4], dtype=int64))"
34767,1543,117,"(1543, 0.17, array([2], dtype=int64))"
34768,1543,53,"(1543, 0.17, array([4], dtype=int64))"
34769,1543,56,"(1543, 0.17, array([4], dtype=int64))"
34770,1543,122,"(1543, 0.17, array([2], dtype=int64))"
34771,106,68,"(106, 0.44, array([2], dtype=int64))"
34772,106,3,"(106, 0.44, array([3], dtype=int64))"
34773,106,129,"(106, 0.44, array([4], dtype=int64))"
34774,106,128,"(106, 0.44, array([3], dtype=int64))"
34775,106,198,"(106, 0.44, array([4], dtype=int64))"
34776,106,15,"(106, 0.44, array([3], dtype=int64))"
34777,106,152,"(106, 0.44, array([3], dtype=int64))"
34778,106,159,"(106, 0.44, array([3], dtype=int64))"
34779,106,25,"(106, 0.44, array([3], dtype=int64))"
34780,106,93,"(106, 0.44, array([3], dtype=int64))"
34781,106,94,"(106, 0.44, array([3], dtype=int64))"
34782,106,28,"(106, 0.44, array([4], dtype=int64))"
34783,106,30,"(106, 0.44, array([3], dtype=int64))"
34784,106,172,"(106, 0.44, array([4], dtype=int64))"
34785,106,46,"(106, 0.44, array([4], dtype=int64))"
34786,106,166,"(106, 0.44, array([3], dtype=int64))"
34787,106,44,"(106, 0.44, array([3], dtype=int64))"
34788,106,45,"(106, 0.44, array([3], dtype=int64))"
34789,106,119,"(106, 0.44, array([5], dtype=int64))"
34790,106,50,"(106, 0.44, array([3], dtype=int64))"
34791,106,187,"(106, 0.44, array([3], dtype=int64))"
34792,106,116,"(106, 0.44, array([4], dtype=int64))"
34793,106,48,"(106, 0.44, array([4], dtype=int64))"
34794,106,54,"(106, 0.44, array([4], dtype=int64))"
34795,106,188,"(106, 0.44, array([5], dtype=int64))"
34796,106,127,"(106, 0.44, array([3], dtype=int64))"
34797,106,58,"(106, 0.44, array([3], dtype=int64))"
34798,106,122,"(106, 0.44, array([3], dtype=int64))"
34799,106,61,"(106, 0.44, array([3], dtype=int64))"
34800,106,60,"(106, 0.44, array([4], dtype=int64))"
34801,588,68,"(588, 0.83, array([2], dtype=int64))"
34802,588,1,"(588, 0.83, array([2], dtype=int64))"
34803,588,200,"(588, 0.83, array([2], dtype=int64))"
34804,588,76,"(588, 0.83, array([2], dtype=int64))"
34805,588,77,"(588, 0.83, array([2], dtype=int64))"
34806,588,10,"(588, 0.83, array([2], dtype=int64))"
34807,588,78,"(588, 0.83, array([2], dtype=int64))"
34808,588,74,"(588, 0.83, array([2], dtype=int64))"
